"x","y","z","Stardesc","Multiple","Colour","Name","Planet Count","Atmosphere","Temperature","Biosphere","Population","TechLevel","World Tag 1","World Tag 2","GalacticX","GalacticY","clusterNum","mapcolour","FullName"
83,89.24,90,"Type'M'flare star",0,"#C80000","","2","Corrosive, and invasive atmosphere|Inert Gas|","Temperate|Cold|","Immiscible biosphere|No native biosphere|","Hundreds of thousands|Hundreds of thousands|","1. Medieval|3. Twentieth-century|","Abandoned Colony|Badlands World|","Abandoned Colony|Badlands World|",79083,100589.24,"2","#4363d8","Teblain"
83,175.72,0,"Type'M'flare star",0,"#C80000","","3","Breathable Mix|Breathable Mix|Invasive, toxic atmosphere|","Variable temperate-to-warm|Frozen|Frozen|","Hybrid biosphere|Human-miscible biosphere|Hybrid biosphere|","Outpost|Millions|Billions|","4. with specialties or surviving pretech|4. Baseline postech|4. with specialties or surviving pretech|","Alien Ruins|Bubble Cities|Desert World|","Alien Ruins|Bubble Cities|Desert World|",79083,100675.72,"2","#4363d8","Faikio"
88,168.36,1,"Type'M'flare star",1,"#C80000","","4","Airless/Thin Atmosphere|Breathable Mix|Corrosive|Breathable Mix|","Warm|Cold|Warm|Temperate|","Human-miscible biosphere|No native biosphere|Immiscible biosphere|Human-miscible biosphere|","Billions|Tens of thousands|Aliens|Hundreds of thousands|","3. Twentieth-century|3. Twentieth-century|1. Medieval|4. Baseline postech|","Bubble Cities|Badlands World|Abandoned Colony|Civil War|","Bubble Cities|Badlands World|Abandoned Colony|Civil War|",79088,100668.36,"2","#4363d8","Gobliangiodian"
88,205.16,2,"Type'M'red star",1,"#C80000","","1","Thick atmosphere, breathable with a pressure mask|","Variable cold-to-temperate|","Microbial life|","Millions|","4. Baseline postech|","Cold War|","Cold War|",79088,100705.16,"2","#4363d8","Rupiro"
166,205.16,70,"Type'K'orange star",0,"#C88800","","2","Breathable Mix|Corrosive|","Variable temperate-to-warm|Temperate|","Microbial life|No native biosphere|","Aliens|Hundreds of thousands|","4. Baseline postech|3. Twentieth-century|","Cold War|Badlands World|","Cold War|Badlands World|",79166,100705.16,"2","#4363d8","Piyoi"
124,233.68,1,"Type'K'orange star",3,"#C88800","Gokakamo","2","Breathable Mix|Breathable Mix|","Temperate|Cold|","No native biosphere|Human-miscible biosphere|","Millions|Outpost|","4. Baseline postech|4. Baseline postech|","Abandoned Colony|Bubble Cities|","Abandoned Colony|Bubble Cities|",79124,100983.68,"4","#fabebe","Gokakamo"
2,167.44,217,"Type'M'flare star",0,"#C80000","Filio","4","Corrosive, and invasive atmosphere|Invasive, toxic atmosphere|Inert Gas|Breathable Mix|","Variable cold-to-temperate|Temperate|Temperate|Cold|","Immiscible biosphere|Microbial life|Human-miscible biosphere|No native biosphere|","Millions|Billions|Hundreds of thousands|Hundreds of thousands|","4. with specialties or surviving pretech|4. with specialties or surviving pretech|3. Twentieth-century|3. Twentieth-century|","Altered Humanity|Bubble Cities|Bubble Cities|Area 51|","Altered Humanity|Bubble Cities|Bubble Cities|Area 51|",79002,100917.44,"2","#4363d8","Filio"
193,57.04,1,"Faint type'M'red star",0,"#C80000","","1","Breathable Mix|","Cold|","No native biosphere|","Hundreds of thousands|","4. Baseline postech|","Alien Ruins|","Alien Ruins|",79193,100807.04,"4","#fabebe","Sfeyro"
106,227.24,176,"Type'M'flare star",2,"#C80000","Sfedzatwamumingive","3","Airless/Thin Atmosphere|Breathable Mix|Breathable Mix|","Variable temperate-to-warm|Warm|Temperate|","No native biosphere|Immiscible biosphere|Human-miscible biosphere|","Tens of thousands|Millions|Hundreds of thousands|","4. Baseline postech|4. Baseline postech|3. Twentieth-century|","Colonized Population|Colonized Population|Bubble Cities|","Colonized Population|Colonized Population|Bubble Cities|",79106,100977.24,"4","#fabebe","Sfedzatwamumingive"
25,102.12,11,"Type'M'flare star",4,"#C80000","Adain","4","Breathable Mix|Breathable Mix|Breathable Mix|Breathable Mix|","Burning|Temperate|Temperate|Burning|","Immiscible biosphere|Engineered biosphere|Human-miscible biosphere|Immiscible biosphere|","Tens of thousands|Tens of thousands|Hundreds of thousands|Aliens|","4. Baseline postech|4. Baseline postech|3. Twentieth-century|3. Twentieth-century|","Cold War|Bubble Cities|Bubble Cities|Cold War|","Cold War|Bubble Cities|Bubble Cities|Cold War|",79025,100852.12,"2","#4363d8","Adain"
124,233.68,7,"Type'M'flare star",5,"#C80000","","2","Breathable Mix|Invasive, toxic atmosphere|","Temperate|Temperate|","No native biosphere|Biosphere remnants|","Outpost|Aliens|","3. Twentieth-century|4. Baseline postech|","Altered Humanity|Alien Ruins|","Altered Humanity|Alien Ruins|",79124,100983.68,"4","#fabebe","Pluyka"
40,19.32,0,"Type'M'flare star",1,"#C80000","","3","Invasive, toxic atmosphere|Thick atmosphere, breathable with a pressure mask|Thick atmosphere, breathable with a pressure mask|","Temperate|Warm|Temperate|","Engineered biosphere|Microbial life|Human-miscible biosphere|","Hundreds of thousands|Tens of thousands|Hundreds of thousands|","4. Baseline postech|1. Medieval|3. Twentieth-century|","Alien Ruins|Altered Humanity|Bubble Cities|","Alien Ruins|Altered Humanity|Bubble Cities|",79040,100769.32,"2","#4363d8","Aibriabria"
4,83.72,0,"Type'M'flare star",0,"#C80000","Kainkaidroidria","5","Breathable Mix|Airless/Thin Atmosphere|Breathable Mix|Breathable Mix|Breathable Mix|","Warm|Temperate|Temperate|Burning|Burning|","Engineered biosphere|Human-miscible biosphere|No native biosphere|Immiscible biosphere|Engineered biosphere|","Millions|Hundreds of thousands|Aliens|Millions|Aliens|","3. Twentieth-century|4. Baseline postech|4. Baseline postech|4. Baseline postech|5. Pretech|","Civil War|Civil War|Out of Contact|Bubble Cities|Out of Contact|","Civil War|Civil War|Out of Contact|Bubble Cities|Out of Contact|",79004,100833.72,"2","#4363d8","Kainkaidroidria"
125,55.2,0,"Type'M'flare star",0,"#C80000","","2","Inert Gas|Airless/Thin Atmosphere|","Temperate|Temperate|","Microbial life|Human-miscible biosphere|","Tens of thousands|Hundreds of thousands|","4. Baseline postech|4. Baseline postech|","Cold War|Civil War|","Cold War|Civil War|",79125,100805.2,"2","#4363d8","Baidain"
10,6.44,0,"Type'M'flare star",4,"#C80000","Sadria","4","Breathable Mix|Thick atmosphere, breathable with a pressure mask|Breathable Mix|Breathable Mix|","Warm|Temperate|Burning|Temperate|","Human-miscible biosphere|Human-miscible biosphere|Microbial life|Human-miscible biosphere|","Aliens|Hundreds of thousands|Hundreds of thousands|Hundreds of thousands|","4. Baseline postech|4. Baseline postech|4. Baseline postech|4. with specialties or surviving pretech|","Area 51|Civil War|Colonized Population|Civil War|","Area 51|Civil War|Colonized Population|Civil War|",79010,100756.44,"2","#4363d8","Sadria"
197,110.4,3,"Type'M'flare star",0,"#C80000","","1","Breathable Mix|","Temperate|","Immiscible biosphere|","Billions|","1. Medieval|","Out of Contact|","Out of Contact|",79197,100860.4,"4","#fabebe","Van~i"
104,58.88,0,"Faint type'M'red star",0,"#C80000","Baki","3","Invasive, toxic atmosphere|Breathable Mix|Inert Gas|","Warm|Frozen|Temperate|","Human-miscible biosphere|Microbial life|No native biosphere|","Failed colony|Millions|Hundreds of thousands|","5. Pretech|4. Baseline postech|3. Twentieth-century|","Colonized Population|Badlands World|Badlands World|","Colonized Population|Badlands World|Badlands World|",79104,100808.88,"2","#4363d8","Baki"
91,149.04,25,"Type'M'red star",0,"#C80000","Bubeyn~epu","4","Breathable Mix|Thick atmosphere, breathable with a pressure mask|Breathable Mix|Breathable Mix|","Cold|Warm|Temperate|Temperate|","Hybrid biosphere|Human-miscible biosphere|Human-miscible biosphere|Human-miscible biosphere|","Millions|Outpost|Hundreds of thousands|Hundreds of thousands|","2. Nineteenth-century|4. with specialties or surviving pretech|3. Twentieth-century|3. Twentieth-century|","Alien Ruins|Bubble Cities|Bubble Cities|Bubble Cities|","Alien Ruins|Bubble Cities|Bubble Cities|Bubble Cities|",79091,100899.04,"4","#fabebe","Bubeyn~epu"
114,184.92,68,"Type'M'flare star",0,"#C80000","Pu’i","2","Inert Gas|Breathable Mix|","Cold|Temperate|","Microbial life|Human-miscible biosphere|","Hundreds of thousands|Hundreds of thousands|","4. Baseline postech|4. Baseline postech|","Abandoned Colony|Civil War|","Abandoned Colony|Civil War|",79114,100934.92,"4","#fabebe","Pu’i"
40,157.32,0,"Type'M'flare star",1,"#C80000","Badan","3","Breathable Mix|Breathable Mix|Breathable Mix|","Warm|Temperate|Cold|","Human-miscible biosphere|Human-miscible biosphere|Immiscible biosphere|","Millions|Hundreds of thousands|Outpost|","4. Baseline postech|4. Baseline postech|1. Medieval|","Abandoned Colony|Civil War|Bubble Cities|","Abandoned Colony|Civil War|Bubble Cities|",79040,100907.32,"2","#4363d8","Badan"
2,77.28,8,"Type'M'flare star",0,"#C80000","Chirtul","4","Breathable Mix|Airless/Thin Atmosphere|Invasive, toxic atmosphere|Breathable Mix|","Temperate|Variable temperate-to-warm|Temperate|Burning|","Hybrid biosphere|Immiscible biosphere|Human-miscible biosphere|Immiscible biosphere|","Millions|Hundreds of thousands|Hundreds of thousands|Hundreds of thousands|","4. Baseline postech|4. Baseline postech|3. Twentieth-century|4. with specialties or surviving pretech|","Civil War|Colonized Population|Bubble Cities|Alien Ruins|","Civil War|Colonized Population|Bubble Cities|Alien Ruins|",79002,100827.28,"2","#4363d8","Chirtul"
221,57.96,1,"Type'K'orange star",0,"#C88800","","2","Invasive, toxic atmosphere|Breathable Mix|","Variable temperate-to-warm|Warm|","Biosphere remnants|Human-miscible biosphere|","Hundreds of thousands|Millions|","1. Medieval|4. Baseline postech|","Alien Ruins|Cold War|","Alien Ruins|Cold War|",79221,100807.96,"4","#fabebe","Inga"
83,89.24,90,"Type'M'flare star",0,"#C80000","Damis","3","Breathable Mix|Breathable Mix|Breathable Mix|","Temperate|Temperate|Temperate|","Human-miscible biosphere|Human-miscible biosphere|Human-miscible biosphere|","Hundreds of thousands|Hundreds of thousands|Millions|","4. Baseline postech|4. Baseline postech|4. Baseline postech|","Desert World|Civil War|Badlands World|","Desert World|Civil War|Badlands World|",79083,100839.24,"2","#4363d8","Damis"
83,175.72,0,"Type'M'flare star",0,"#C80000","Delu","5","Inert Gas|Airless/Thin Atmosphere|Breathable Mix|Breathable Mix|Inert Gas|","Warm|Temperate|Warm|Frozen|Burning|","Human-miscible biosphere|Human-miscible biosphere|Human-miscible biosphere|Immiscible biosphere|Engineered biosphere|","Hundreds of thousands|Hundreds of thousands|Millions|Millions|Aliens|","4. Baseline postech|4. Baseline postech|3. Twentieth-century|0. Stone age|5. Pretech|","Cold War|Civil War|Colonized Population|Colonized Population|Out of Contact|","Cold War|Civil War|Colonized Population|Colonized Population|Out of Contact|",79083,100925.72,"4","#fabebe","Delu"
88,168.36,1,"Type'M'flare star",1,"#C80000","Ite","2","Breathable Mix|Breathable Mix|","Temperate|Temperate|","Hybrid biosphere|Human-miscible biosphere|","Millions|Hundreds of thousands|","3. Twentieth-century|4. Baseline postech|","Alien Ruins|Civil War|","Alien Ruins|Civil War|",79088,100918.36,"4","#fabebe","Ite"
148,160.08,-1,"Type'M'red star",2,"#C80000","","3","Breathable Mix|Airless/Thin Atmosphere|Invasive, toxic atmosphere|","Temperate|Variable temperate-to-warm|Warm|","Hybrid biosphere|Immiscible biosphere|Immiscible biosphere|","Hundreds of thousands|Tens of thousands|Millions|","2. Nineteenth-century|1. Medieval|4. Baseline postech|","Area 51|Cold War|Colonized Population|","Area 51|Cold War|Colonized Population|",79148,101160.08,"4","#fabebe","Vali"
29,14.72,0,"Type'M'flare star",0,"#C80000","","5","Inert Gas|Thick atmosphere, breathable with a pressure mask|Breathable Mix|Breathable Mix|Inert Gas|","Cold|Temperate|Warm|Variable temperate-to-warm|Temperate|","Immiscible biosphere|Human-miscible biosphere|Immiscible biosphere|No native biosphere|Human-miscible biosphere|","Hundreds of thousands|Billions|Millions|Hundreds of thousands|Hundreds of thousands|","4. Baseline postech|4. Baseline postech|4. Baseline postech|1. Medieval|4. Baseline postech|","Desert World|Civil War|Colonized Population|Altered Humanity|Civil War|","Desert World|Civil War|Colonized Population|Altered Humanity|Civil War|",79029,101014.72,"4","#fabebe","Anuposhoitwowe"
24,2.76,0,"Type'M'flare star",4,"#C80000","","3","Breathable Mix|Breathable Mix|Invasive, toxic atmosphere|","Temperate|Variable temperate-to-warm|Warm|","Immiscible biosphere|Human-miscible biosphere|Immiscible biosphere|","Tens of thousands|Tens of thousands|Millions|","2. Nineteenth-century|3. Twentieth-century|4. Baseline postech|","Badlands World|Cold War|Colonized Population|","Badlands World|Cold War|Colonized Population|",79024,101002.76,"4","#fabebe","Ami"
107,228.16,-6,"Type'M'red star",5,"#C80000","","5","Breathable Mix|Airless/Thin Atmosphere|Breathable Mix|Inert Gas|Breathable Mix|","Frozen|Temperate|Temperate|Warm|Temperate|","Hybrid biosphere|Hybrid biosphere|Human-miscible biosphere|Immiscible biosphere|Human-miscible biosphere|","Tens of thousands|Tens of thousands|Hundreds of thousands|Millions|Hundreds of thousands|","4. with specialties or surviving pretech|2. Nineteenth-century|5. Pretech|4. Baseline postech|0. Stone age|","Area 51|Colonized Population|Bubble Cities|Cold War|Out of Contact|","Area 51|Colonized Population|Bubble Cities|Cold War|Out of Contact|",79107,101228.16,"4","#fabebe","Ibija"
84,116.84,-202,"Type'M'red star",0,"#C80000","","3","Invasive, toxic atmosphere|Breathable Mix|Breathable Mix|","Frozen|Variable temperate-to-warm|Warm|","Microbial life|Human-miscible biosphere|Immiscible biosphere|","Hundreds of thousands|Hundreds of thousands|Millions|","3. Twentieth-century|4. Baseline postech|4. Baseline postech|","Badlands World|Badlands World|Colonized Population|","Badlands World|Badlands World|Colonized Population|",79084,101116.84,"4","#fabebe","Fitti"
23,11.96,0,"Type'M'flare star",1,"#C80000","","5","Breathable Mix|Breathable Mix|Thick atmosphere, breathable with a pressure mask|Corrosive, and invasive atmosphere|Breathable Mix|","Temperate|Variable temperate-to-warm|Variable cold-to-temperate|Burning|Temperate|","Microbial life|Immiscible biosphere|No native biosphere|No native biosphere|Human-miscible biosphere|","Hundreds of thousands|Billions|Aliens|Billions|Hundreds of thousands|","4. Baseline postech|4. Baseline postech|4. Baseline postech|1. Medieval|4. Baseline postech|","Desert World|Desert World|Alien Ruins|Civil War|Cold War|","Desert World|Desert World|Alien Ruins|Civil War|Cold War|",79023,101011.96,"4","#fabebe","Ketse"
178,191.36,0,"Type'M'flare star",0,"#C80000","","3","Inert Gas|Breathable Mix|Thick atmosphere, breathable with a pressure mask|","Temperate|Variable temperate-to-warm|Warm|","Biosphere remnants|Hybrid biosphere|Immiscible biosphere|","Outpost|Billions|Aliens|","2. Nineteenth-century|4. with specialties or surviving pretech|4. with specialties or surviving pretech|","Cold War|Desert World|Colonized Population|","Cold War|Desert World|Colonized Population|",79178,101191.36,"4","#fabebe","Eyu"
55,157.32,0,"Faint type'M'red star",1,"#C80000","","5","Breathable Mix|Invasive, toxic atmosphere|Breathable Mix|Breathable Mix|Breathable Mix|","Warm|Warm|Warm|Temperate|Temperate|","No native biosphere|Immiscible biosphere|Immiscible biosphere|No native biosphere|Human-miscible biosphere|","Hundreds of thousands|Millions|Millions|Tens of thousands|Hundreds of thousands|","4. Baseline postech|4. Baseline postech|4. Baseline postech|3. Twentieth-century|4. Baseline postech|","Area 51|Colonized Population|Bubble Cities|Abandoned Colony|Cold War|","Area 51|Colonized Population|Bubble Cities|Abandoned Colony|Cold War|",79055,101157.32,"4","#fabebe","Lopu"
29,228.16,-15,"Type'M'flare star",0,"#C80000","","3","Breathable Mix|Breathable Mix|Breathable Mix|","Temperate|Warm|Warm|","Engineered biosphere|No native biosphere|Immiscible biosphere|","Hundreds of thousands|Hundreds of thousands|Millions|","4. Baseline postech|4. Baseline postech|4. Baseline postech|","Bubble Cities|Area 51|Colonized Population|","Bubble Cities|Area 51|Colonized Population|",79029,101228.16,"4","#fabebe","Sibe"
219,1.84,0,"Type'F'white star",1,"#C8C8C8","","5","Invasive, toxic atmosphere|Breathable Mix|Thick atmosphere, breathable with a pressure mask|Corrosive, and invasive atmosphere|Breathable Mix|","Warm|Variable temperate-to-warm|Frozen|Variable temperate-to-warm|Temperate|","Biosphere remnants|Hybrid biosphere|Human-miscible biosphere|Biosphere remnants|Human-miscible biosphere|","Tens of thousands|Billions|Hundreds of thousands|Hundreds of thousands|Hundreds of thousands|","4. Baseline postech|4. with specialties or surviving pretech|2. Nineteenth-century|4. with specialties or surviving pretech|4. Baseline postech|","Desert World|Desert World|Alien Ruins|Abandoned Colony|Cold War|","Desert World|Desert World|Alien Ruins|Abandoned Colony|Cold War|",79219,101001.84,"4","#fabebe","Desi"
6,214.36,-114,"Type'M'flare star",1,"#C80000","","3","Breathable Mix|Inert Gas|Thick atmosphere, breathable with a pressure mask|","Temperate|Variable temperate-to-warm|Frozen|","No native biosphere|Hybrid biosphere|Immiscible biosphere|","Hundreds of thousands|Billions|Hundreds of thousands|","1. Medieval|4. with specialties or surviving pretech|4. with specialties or surviving pretech|","Colonized Population|Desert World|Desert World|","Colonized Population|Desert World|Desert World|",79006,101214.36,"4","#fabebe","Simu"
1,71.76,0,"Type'M'flare star",0,"#C80000","","5","Corrosive|Breathable Mix|Inert Gas|Breathable Mix|Breathable Mix|","Temperate|Warm|Warm|Warm|Temperate|","No native biosphere|Engineered biosphere|Immiscible biosphere|No native biosphere|Hybrid biosphere|","Tens of thousands|Tens of thousands|Millions|Hundreds of thousands|Hundreds of thousands|","4. with specialties or surviving pretech|3. Twentieth-century|4. Baseline postech|4. Baseline postech|2. Nineteenth-century|","Desert World|Civil War|Colonized Population|Desert World|Civil War|","Desert World|Civil War|Colonized Population|Desert World|Civil War|",79001,101071.76,"4","#fabebe","Aso"
167,50.6,-1,"Type'M'red star",1,"#C80000","","3","Breathable Mix|Inert Gas|Inert Gas|","Variable cold-to-temperate|Temperate|Warm|","No native biosphere|No native biosphere|Immiscible biosphere|","Tens of thousands|Millions|Millions|","1. Medieval|3. Twentieth-century|4. Baseline postech|","Area 51|Cold War|Colonized Population|","Area 51|Cold War|Colonized Population|",79167,101050.6,"4","#fabebe","Sfodi"
42,199.64,-78,"Type'M'flare star",2,"#C80000","","5","Airless/Thin Atmosphere|Breathable Mix|Corrosive|Breathable Mix|Corrosive|","Frozen|Temperate|Warm|Cold|Warm|","Immiscible biosphere|No native biosphere|Immiscible biosphere|Immiscible biosphere|No native biosphere|","Hundreds of thousands|Tens of thousands|Millions|Hundreds of thousands|Outpost|","4. Baseline postech|0. Stone age|4. Baseline postech|4. with specialties or surviving pretech|4. Baseline postech|","Civil War|Desert World|Colonized Population|Alien Ruins|Out of Contact|","Civil War|Desert World|Colonized Population|Alien Ruins|Out of Contact|",79042,101199.64,"4","#fabebe","Mbiniyru"
28,95.68,0,"Type'M'flare star",5,"#C80000","","3","Thick atmosphere, breathable with a pressure mask|Inert Gas|Thick atmosphere, breathable with a pressure mask|","Temperate|Cold|Warm|","Human-miscible biosphere|No native biosphere|Immiscible biosphere|","Millions|Hundreds of thousands|Millions|","4. with specialties or surviving pretech|4. Baseline postech|4. Baseline postech|","Area 51|Out of Contact|Colonized Population|","Area 51|Out of Contact|Colonized Population|",79028,101095.68,"4","#fabebe","Ayruyo"
83,230.92,0,"Type'M'flare star",0,"#C80000","","5","Breathable Mix|Breathable Mix|Thick atmosphere, breathable with a pressure mask|Thick atmosphere, breathable with a pressure mask|Invasive, toxic atmosphere|","Cold|Variable temperate-to-warm|Cold|Temperate|Temperate|","Microbial life|Hybrid biosphere|Human-miscible biosphere|Microbial life|Human-miscible biosphere|","Hundreds of thousands|Billions|Tens of thousands|Tens of thousands|Hundreds of thousands|","2. Nineteenth-century|4. with specialties or surviving pretech|4. Baseline postech|4. Baseline postech|4. Baseline postech|","Colonized Population|Desert World|Desert World|Alien Ruins|Civil War|","Colonized Population|Desert World|Desert World|Alien Ruins|Civil War|",79083,101230.92,"4","#fabebe","Ela"
88,168.36,-1,"Type'M'flare star",1,"#C80000","","3","Corrosive|Breathable Mix|Thick atmosphere, breathable with a pressure mask|","Temperate|Variable temperate-to-warm|Warm|","Biosphere remnants|Immiscible biosphere|Immiscible biosphere|","Failed colony|Billions|Millions|","2. Nineteenth-century|4. Baseline postech|3. Twentieth-century|","Alien Ruins|Desert World|Colonized Population|","Alien Ruins|Desert World|Colonized Population|",79088,101168.36,"4","#fabebe","Ishi"
88,205.16,-2,"Type'M'red star",1,"#C80000","","5","Breathable Mix|Corrosive, and invasive atmosphere|Airless/Thin Atmosphere|Breathable Mix|Corrosive, and invasive atmosphere|","Cold|Cold|Warm|Temperate|Temperate|","Immiscible biosphere|Immiscible biosphere|Immiscible biosphere|Hybrid biosphere|Human-miscible biosphere|","Aliens|Tens of thousands|Millions|Tens of thousands|Hundreds of thousands|","4. with specialties or surviving pretech|2. Nineteenth-century|4. Baseline postech|1. Medieval|1. Medieval|","Alien Ruins|Badlands World|Colonized Population|Alien Ruins|Alien Ruins|","Alien Ruins|Badlands World|Colonized Population|Alien Ruins|Alien Ruins|",79088,101205.16,"4","#fabebe","Neyro"
166,205.16,-70,"Type'K'orange star",0,"#C88800","","3","Airless/Thin Atmosphere|Breathable Mix|Thick atmosphere, breathable with a pressure mask|","Temperate|Variable temperate-to-warm|Temperate|","Immiscible biosphere|Immiscible biosphere|Human-miscible biosphere|","Millions|Billions|Failed colony|","2. Nineteenth-century|4. Baseline postech|3. Twentieth-century|","Colonized Population|Desert World|Alien Ruins|","Colonized Population|Desert World|Alien Ruins|",79166,101205.16,"4","#fabebe","Sfonge"
21,11.04,0,"Type'M'flare star",0,"#C80000","","5","Thick atmosphere, breathable with a pressure mask|Corrosive|Inert Gas|Breathable Mix|Breathable Mix|","Variable cold-to-temperate|Variable cold-to-temperate|Warm|Burning|Temperate|","Immiscible biosphere|Human-miscible biosphere|Immiscible biosphere|No native biosphere|No native biosphere|","Hundreds of thousands|Outpost|Millions|Tens of thousands|Hundreds of thousands|","4. Baseline postech|0. Stone age|4. Baseline postech|4. Baseline postech|4. with specialties or surviving pretech|","Altered Humanity|Bubble Cities|Colonized Population|Bubble Cities|Out of Contact|","Altered Humanity|Bubble Cities|Colonized Population|Bubble Cities|Out of Contact|",79021,101011.04,"4","#fabebe","Uza"
83,57.04,1,"Type'M'red star",0,"#C80000","","3","Breathable Mix|Thick atmosphere, breathable with a pressure mask|Breathable Mix|","Warm|Burning|Cold|","Hybrid biosphere|Human-miscible biosphere|Microbial life|","Outpost|Hundreds of thousands|Tens of thousands|","4. Baseline postech|1. Medieval|2. Nineteenth-century|","Cold War|Abandoned Colony|Civil War|","Cold War|Abandoned Colony|Civil War|",79083,101307.04,"4","#fabebe","Tsagoyoto"
225,168.36,64,"Type'G'yellow star",0,"#C8DC00","","2","Airless/Thin Atmosphere|Invasive, toxic atmosphere|","Temperate|Cold|","Engineered biosphere|Human-miscible biosphere|","Hundreds of thousands|Millions|","4. with specialties or surviving pretech|1. Medieval|","Desert World|Abandoned Colony|","Desert World|Abandoned Colony|",79225,101418.36,"4","#fabebe","Yiko"
168,221.72,108,"Faint type'M'red star",3,"#C80000","","4","Thick atmosphere, breathable with a pressure mask|Breathable Mix|Inert Gas|Breathable Mix|","Temperate|Temperate|Cold|Warm|","Hybrid biosphere|No native biosphere|Microbial life|Engineered biosphere|","Tens of thousands|Hundreds of thousands|Tens of thousands|Tens of thousands|","2. Nineteenth-century|4. Baseline postech|2. Nineteenth-century|4. Baseline postech|","Bubble Cities|Civil War|Civil War|Colonized Population|","Bubble Cities|Civil War|Civil War|Colonized Population|",79168,101471.72,"4","#fabebe","Ngeseneni"
119,109.48,160,"Type'M'red star",2,"#C80000","Wupumayra","3","Breathable Mix|Invasive, toxic atmosphere|Breathable Mix|","Variable cold-to-temperate|Temperate|Cold|","Human-miscible biosphere|No native biosphere|Microbial life|","Aliens|Billions|Tens of thousands|","4. Baseline postech|3. Twentieth-century|2. Nineteenth-century|","Desert World|Alien Ruins|Civil War|","Desert World|Alien Ruins|Civil War|",79119,101359.48,"4","#fabebe","Wupumayra"
30,28.52,64,"Type'M'flare star",0,"#C80000","","1","Corrosive|","Variable cold-to-temperate|","Biosphere remnants|","Millions|","4. with specialties or surviving pretech|","Civil War|","Civil War|",79030,101278.52,"4","#fabebe","Sfuse"
239,10.12,0,"Faint type'M'red star",1,"#C80000","","4","Breathable Mix|Breathable Mix|Breathable Mix|Breathable Mix|","Temperate|Temperate|Cold|Variable temperate-to-warm|","Microbial life|No native biosphere|Microbial life|Microbial life|","Tens of thousands|Hundreds of thousands|Tens of thousands|Hundreds of thousands|","4. Baseline postech|1. Medieval|2. Nineteenth-century|3. Twentieth-century|","Badlands World|Colonized Population|Civil War|Area 51|","Badlands World|Colonized Population|Civil War|Area 51|",79239,101260.12,"4","#fabebe","Obembu"
5,169.28,60,"Type'M'flare star",0,"#C80000","","2","Airless/Thin Atmosphere|Thick atmosphere, breathable with a pressure mask|","Temperate|Temperate|","Human-miscible biosphere|Immiscible biosphere|","Failed colony|Billions|","4. Baseline postech|4. Baseline postech|","Colonized Population|Bubble Cities|","Colonized Population|Bubble Cities|",79005,101419.28,"4","#fabebe","Ida"
1,62.56,0,"Type'M'flare star",0,"#C80000","","5","Thick atmosphere, breathable with a pressure mask|Airless/Thin Atmosphere|Airless/Thin Atmosphere|Breathable Mix|Breathable Mix|","Warm|Temperate|Cold|Temperate|Cold|","No native biosphere|No native biosphere|Microbial life|Immiscible biosphere|No native biosphere|","Outpost|Hundreds of thousands|Tens of thousands|Hundreds of thousands|Hundreds of thousands|","3. Twentieth-century|4. Baseline postech|2. Nineteenth-century|3. Twentieth-century|3. Twentieth-century|","Altered Humanity|Civil War|Civil War|Area 51|Civil War|","Altered Humanity|Civil War|Civil War|Area 51|Civil War|",79001,101312.56,"4","#fabebe","Ode"
91,42.32,1,"Type'M'red star",0,"#C80000","","3","Breathable Mix|Corrosive, and invasive atmosphere|Breathable Mix|","Temperate|Cold|Cold|","Biosphere remnants|Microbial life|No native biosphere|","Tens of thousands|Tens of thousands|Millions|","2. Nineteenth-century|1. Medieval|1. Medieval|","Bubble Cities|Civil War|Civil War|","Bubble Cities|Civil War|Civil War|",79091,101292.32,"4","#fabebe","Etu"
114,184.92,68,"Type'M'flare star",0,"#C80000","","2","Corrosive, and invasive atmosphere|Airless/Thin Atmosphere|","Warm|Warm|","Immiscible biosphere|Human-miscible biosphere|","Hundreds of thousands|Millions|","3. Twentieth-century|1. Medieval|","Area 51|Alien Ruins|","Area 51|Alien Ruins|",79114,101434.92,"4","#fabebe","Matekika"
40,157.32,0,"Type'M'flare star",1,"#C80000","","4","Breathable Mix|Airless/Thin Atmosphere|Breathable Mix|Breathable Mix|","Cold|Cold|Cold|Cold|","Human-miscible biosphere|Human-miscible biosphere|Microbial life|Human-miscible biosphere|","Hundreds of thousands|Tens of thousands|Tens of thousands|Hundreds of thousands|","3. Twentieth-century|4. Baseline postech|2. Nineteenth-century|4. Baseline postech|","Area 51|Cold War|Civil War|Desert World|","Area 51|Cold War|Civil War|Desert World|",79040,101407.32,"4","#fabebe","Sfodi"
2,77.28,8,"Type'M'flare star",0,"#C80000","","3","Airless/Thin Atmosphere|Breathable Mix|Breathable Mix|","Temperate|Cold|Cold|","Immiscible biosphere|No native biosphere|Microbial life|","Hundreds of thousands|Outpost|Tens of thousands|","4. Baseline postech|3. Twentieth-century|2. Nineteenth-century|","Bubble Cities|Badlands World|Bubble Cities|","Bubble Cities|Badlands World|Bubble Cities|",79002,101327.28,"4","#fabebe","Buku"
